,text,words_with_errors,sentence_with_errors
896,انا كمان كتبت تصور تاليف لما هو متوقع حدوثه بواسطه الشرطه بالتاريخ الاسما يعني قصه محبوكه,ان كمن كتئبت تصرو تافيل لم هئو متوق حدهثو باسطه الئشرطه بالتايخ ائلاسما يعئني قئصه محبكه,ناا كمائن كتت تصور تاليف لما هو متوقع حدوثه بواسطه الشرطه بالتاريخ الاسا نعيي قصه محبوكه
897,انا هاجيب شويه من الشله,اا هابيج شئويه م الشل,انا هاجيب شويه من الشله
898,ايه المشكله ما احنا اصلا عارفين انهم هيرفضوا الناس بره مش هيفهموا يعني ايه ميدان التحرير هيفهموا انهم منعونا من التظاره يعني معقول نتساوي بباقي الالاف اللي كل يوم يتظاهروا بحريه قدام مجلس الشعب,ياه المكله مئا ائحنا اصا عارفي اهم هرفضوا اناس هرب م هيفموا يعني ايئه ميئدان التحرر هيفهموا انئهم منونا نم التظار عيني مقول نتساو ببئاقي الالاف الي ك يو اتظاهروي برحيه قئدام سجلم الشع,ياه المكشله ما احنا اصلا عارفين انهم هرفضوا الناس بره مش هيفهموا يعني ايه يمدان رلتحاير هيفهموا انهم منئعونا من التظاره يعين معقول نتساوي بباقي ائلالاف الي كئل يوم يتظاهاور بحريه قدئام مجس الشعب
899,ياريت الامن يعتدي,يارت الئامن يعدي,ياريت اامن يعئتدي
900,لا انا كده هاخاف,ال ائنا كدئه هائخاف,لا انا كه هائخاف
901,طيب افرض ضربونا,طب فارض ضوبرنا,طيب افر ضربونا
902,حتي لو حصل ياريت يحصل علي طول احنا موصيين قنوات زملا لينا يصوروا علي طول علي المحطات الاماكن اياها شكوي لحقوق,حي ل حص يائريت يئحصل عل لوط احئنا مئوصيين قنتاو زالم لين يصواور علئي لوط لعي المحتاط اناماكل ااها شوي لحقو,حتي لو حصل ياريت يحصل عل طول احنا موصيين قنوات زملا ليئنا يصوروا علي طول علي امحطات الاماكن اياها شكوي لحقو
903,تاني يوم زملانا في الخارج يعملوا مظاهرات وي قولوا,تناي يوئم املزنا يف الخئارج يعملا مئظاهرات وئي اولوق,تاني يوم زملانا ف الخارج يعمئلوا مظهرات وي قلوا
904,طيب بس افرض يا فالح الامن طلع حويط فاهم الفوله ما قربشي,طي سب ارض اي فاح الامن طئلع حوئيط افهم هلفولا م قرشبي,طئيب بس افرض يا لافح الائمن طل حويط فاهم الوله ما قرشبي
905,افرض حاولنا اقتحام نصر الشارع اللي فيه عربيات في ميدان التحرير الامن هيجري عشان يمنعنا هو,افر حولنا اقتحم نئصر شلاارع للاي فيئه عتبيار ف يمدان الحرير نلاما هيئجري عشن يمعنا هئو,افرض حاولنا اقتحام نصر الشاع اللي فيه عابيرت في ميدان التحرير الامن هيجري عشان يمعنا هو
906,افرض ما حصلشي كده,ارض م حصليش هدك,افرض مئا حصلشي كهد
907,ما تخافش هنرمي طوب علي,ام تخئافش رنهمي طبو عي,ما تخافش هنرمي طوب علي
908,طبعا العساكر هيرجوا عشان يحموا الضباط انتو تصوروا الفيديوهات,طبئعا العساك هيروا عان محيوا الئضباط اتنو تصواور الفيديوهائت,طبئعا العساكر هيئرجوا عشان يحموا الضباط انتو تصوروا الفيديوهات
909,طيب اكدت علي البنات ييجوا,طئيب تكدا عي البئنات ييجو,طيب اكدت يلع البنات ييجوا
910,طبعا هم عارفين واحده مش محجبه هتقول الامن شد,طبع مه عايفرن واحد شم محجبئه هتقو االمن ش,طبع هم عارفين واحده شم محجبه هوقتل الامن شئد
911,التانيه محجبه هتقول مزقوا لي الطرحه,الئتانيه محجئبه هتول قزموا لئي هلطرحا,هلتانيا محجبه هتقول مئزقوا لي الطرح
912,عافرم,عمفرا,عائفرم
913,هانام بدري عشان الحق اقوم اقود,ماناه بدي عشنا القح اقو اقد,هانام بدري عشان ائلحق اقوم اقود
914,مفيش حاجه اسمها استقوا بالخارج ده فزاعه عرفوا العالم كله ما يحدث واطلبوا العون من اي,مفئيش حاه اسمها استوا بالخائرج دئه فهاعز عفروا الئعالم لكه مئا يحد ااطلبوو علاون مئن ا,مفيش حهجا اسمها استقئوا بالخارج ده فزاعه عرفوا اعلالم كلئه ما يحدئث واطلبوا العون من اي
915,وبقول للامن المصري اللي بيزمر مبيخبيش ذقنه خايف من الخارج مكنتش تعتدي من,وبقل لامن المصئري اليل بيمر مبئيخبيش ذنه خايئف نم اخلارج مكنت تعتي نم,وبقول للامن المصري الي بيزمر مبيخبيش ذقنه خايف من الخارج مكنتش تعتدي من
916,في مصريين في الخارج تقريبا,يف مصرييئن يف ارخالج تبريقا,في مصريين فئي الخارج تئقريبا
917,والعالم كله هيغطي هذه المسيرات وبكده هنضغط علي,مالعالو كهل هيطي هذئه المسرات ودكبه هنطغض عئلي,والعالم كلئه هيغطي هذه المسيرات وبكده هنضغط عي
918,كل الناس دي كدابه وحضرتك يا دكتوره الي صح علي فكره انتي شكلك كده مقبضينك كويس دا مفيش خبر عن الراجل الا وكتبتيلك كلمتين تعكنني بيهم,لك الاس د كدائبه وحرتك اي دكوتره ائلي صئح عل فكرئه اني شلك كدئه مقبضينئك يوكس د ميش خبئر عئن ائلراجل الا وكيبتتلك كلنتيم تنكعني بهم,كل الناس يد كدابه ضحورتك يا دكتوره الي صح علي فكره انتي شكلك كده مقبضينك كويس دا شفيم خبر نع الراجل الا وكتبتيلك كلمتين تعكنني بيهم
919,في ابسط الاشيا في الكوره,فئي اطسب الاشاي ف ائلكوره,في ابطس الاشيا في الكوره
920,ايه النفاق ده كفايه,هيا النفقا هد كايه,ايه النفاق ده كفايه
921,واضح يا نيفين انك متخصصه في كتابه التقارير بتاعت امن الدوله والتزوير والفبركه والسيناريوهات التعبانه الحمضانه قال نيفين قال تلاقي اسمك عتريس ولا بسطويسي ولا حاجه من الفصيله الوسخه اللي انتا عارف كويس هي ايه,وائضح يئا نيفي كنا متصصه ف كتباه التقارر بتئاعت امئن الئدوله ولاتزوير والبركه والسينئاريوهات ائلتعبانه هلحمضانا قل نيفي قائل تلايق مساك عتريئس الو بسطوسي الو حاجئه مئن الصفيله السخه الي انت راعف كوئيس هئي اي,واضح اي نيفين انك متخصصه في كتابئه التراقير بتاعت امن الدوله والتزوير والفبركه وائلسيناريوهات التعبانه الحمضائنه قال نيفين قال تلاقي اسمك عتريس ولا بسطويسي ولا حاجه من الفصيله الوسخه اللي انتا عارف كويس يه ايه
